user_id,latitude,longitude,crime_reported,time_of_day,area_type,safety_label,crime_type,user_age,user_gender,distance_to_police,weather_condition,day_of_week,special_event_nearby,historical_crime_rate,cctv_coverage
user_149,29.500108591556998,72.36154032907001,no,night,rural,safe,none,42,female,10.811718562225293,clear,Wednesday,no,0.695032007434305,no
user_150,17.323694147810635,92.79659180345757,yes,morning,suburban,unsafe,assault,68,male,1.14220772195668,clear,Thursday,no,0.8055864524446171,no
user_151,30.162475136068874,88.0039417734636,yes,night,rural,unsafe,theft,27,female,13.993293535931876,rainy,Tuesday,no,0.8280942719349741,yes
user_152,8.924464334529443,70.32998066523521,yes,night,suburban,safe,harassment,38,male,12.559189884258657,rainy,Sunday,no,0.47600818724898664,yes
user_153,27.660874808758262,94.55907355367358,no,afternoon,urban,safe,none,41,female,1.0342019488983716,foggy,Sunday,no,0.5397167039427625,no
user_154,29.5150596950916,90.12489270527996,no,night,rural,safe,none,19,female,6.734987590911848,clear,Tuesday,no,0.1014813039928721,yes
user_155,19.273493891283277,71.94098823003917,no,evening,rural,safe,none,19,male,10.621062804357868,clear,Thursday,no,0.6390341320537039,yes
user_156,12.130221748082452,79.27909580465713,no,night,rural,safe,none,21,male,11.850236408220212,rainy,Friday,no,0.7697174797426954,no
user_157,13.022078929781731,94.15970190585347,no,morning,urban,unsafe,none,37,male,7.573746787942659,rainy,Friday,no,0.6576097155775613,no
user_158,22.7167564952088,91.18851827318355,no,afternoon,rural,unsafe,none,42,male,8.38453138688957,sunny,Friday,no,0.6698448889712402,no
user_159,31.412710971055784,75.49628188395936,no,afternoon,rural,safe,none,25,female,1.523020052837698,clear,Monday,no,0.5764549933636108,no
user_160,33.92554252937859,93.28444181595322,no,night,rural,safe,none,47,female,9.604438510213805,foggy,Sunday,no,0.6992950006031462,no
user_161,9.257006131364331,83.07771853980763,no,night,rural,safe,none,51,male,2.545534735654341,rainy,Friday,no,0.7925289498311073,yes
user_162,36.585279725292274,85.68486370103696,yes,afternoon,suburban,unsafe,harassment,18,male,14.524968855851084,sunny,Saturday,no,0.32014254666177494,no
user_163,11.85179445850339,79.49054801778476,no,morning,rural,safe,none,65,male,8.715509405312282,sunny,Saturday,no,0.17157468329366826,no
user_164,11.530325610089376,92.28153577284147,yes,morning,suburban,safe,assault,46,male,0.9215107786881961,rainy,Sunday,no,0.24949797272242807,yes
user_165,20.268552953370254,89.66100794670318,no,afternoon,rural,unsafe,none,61,female,1.6304557592882483,foggy,Wednesday,no,0.7771382506464932,yes
user_166,32.7029856366699,80.39415353771564,no,afternoon,suburban,safe,none,42,female,8.496450843685455,sunny,Thursday,no,0.3926569256168152,no
user_167,31.527726856368112,69.92611302765995,yes,afternoon,suburban,unsafe,vandalism,26,female,1.5941725342188309,foggy,Saturday,no,0.5093503364975435,no
user_168,35.760441136206396,73.61356760860312,yes,morning,suburban,unsafe,burglary,26,male,11.059389444697453,rainy,Saturday,no,0.2524796281210666,no
user_169,31.24223016397255,73.81479236737079,no,evening,urban,safe,none,45,male,6.314521843415673,rainy,Thursday,no,0.22084459596772882,yes
user_170,30.0348949921133,86.34515452905185,no,evening,urban,safe,none,33,female,13.596150698532748,foggy,Thursday,no,0.3125361257925382,yes
user_171,36.44760627805532,87.86994522456862,no,evening,urban,unsafe,none,25,female,11.496309445407881,sunny,Tuesday,no,0.6596618545690204,yes
user_172,10.187595168440467,95.1204636246565,no,night,urban,unsafe,none,19,female,9.96966673222009,rainy,Wednesday,yes,0.19772297837648073,yes
user_173,11.344370712960037,73.1549114590267,no,morning,urban,safe,none,21,male,5.969163035266636,foggy,Wednesday,no,0.8248689203161076,yes
user_174,17.55250769807321,82.96853767849663,no,night,urban,safe,none,48,female,0.8176920419953683,clear,Sunday,no,0.2753299719001434,no
user_175,16.925511182392917,83.84840769744373,no,afternoon,suburban,safe,none,39,female,7.241126696078779,clear,Saturday,no,0.594691764909148,no
user_176,11.56324156883742,81.04891632105262,no,evening,suburban,safe,none,43,female,5.507787843408656,rainy,Thursday,yes,0.26282263432703956,no
user_177,19.88226711086088,96.39036257364609,no,afternoon,suburban,safe,none,44,male,10.322026085710755,foggy,Monday,no,0.8450538608747665,yes
user_178,8.167096476206726,83.80918702188113,no,afternoon,urban,unsafe,none,30,female,2.487851761072334,rainy,Wednesday,no,0.19284181987967194,yes
user_179,16.979410550556096,80.9548204353293,no,afternoon,urban,safe,none,27,male,8.508351200440494,sunny,Tuesday,no,0.5299131351715757,yes
user_180,20.058120770234346,79.61300215780854,no,night,rural,safe,none,30,female,9.042247875831446,foggy,Tuesday,no,0.45454387069564295,no
user_181,21.09315136711178,81.06672631114753,yes,evening,rural,safe,burglary,67,male,11.734921740328641,rainy,Sunday,no,0.4351185960071414,no
user_182,16.252848193489307,84.21815694249665,no,afternoon,suburban,unsafe,none,37,female,8.789950035937524,clear,Monday,no,0.611597442292656,no
user_183,31.88758823330602,85.98171688957979,no,evening,urban,safe,none,25,male,7.041417643669302,foggy,Tuesday,no,0.17081699588174548,yes
user_184,16.08745976413039,94.90070151044007,no,evening,suburban,safe,none,22,male,6.854290896099066,sunny,Friday,yes,0.8319100552732547,no
user_185,16.46529589646378,82.79486310079263,no,evening,rural,safe,none,29,male,12.599868732785753,clear,Wednesday,no,0.6543439711874721,no
user_186,19.449122934257694,77.42122604867838,no,night,rural,safe,none,63,male,9.950088648300774,foggy,Saturday,no,0.2824942377886287,yes
user_187,20.69915774167121,75.330463882611,no,evening,rural,safe,none,32,male,7.7606705913810545,rainy,Thursday,no,0.3174606440413841,no
user_188,25.57430434430013,88.5481229457787,yes,night,urban,safe,assault,48,male,11.198611633645204,rainy,Sunday,no,0.41788409348366307,no
user_189,34.26431454043121,75.18506976638871,no,evening,urban,safe,none,41,female,8.10056785179386,sunny,Sunday,yes,0.1835579844082343,no
user_190,29.451200115837345,71.2560865569443,no,morning,rural,safe,none,64,male,7.72972729815077,sunny,Friday,no,0.24905957996994932,no
user_191,19.24987717619099,70.55966556324557,yes,afternoon,rural,safe,theft,61,male,2.277442300164005,clear,Friday,yes,0.16204704574556478,no
user_192,24.215522617138593,88.4352008197159,no,evening,rural,safe,none,34,female,4.186167211577896,sunny,Thursday,no,0.5501902814520104,no
user_193,29.67657431165712,91.46070585889126,no,night,suburban,safe,none,53,male,8.208327628788979,foggy,Tuesday,yes,0.6253109876606959,no
user_194,36.80938829505789,71.13314186189974,no,night,suburban,safe,none,44,male,6.208318752891517,rainy,Saturday,no,0.6542160875353085,no
user_195,36.86043369912916,82.94831228754148,no,night,urban,unsafe,none,50,male,12.282042627017887,sunny,Monday,no,0.6106806987963267,no
user_196,33.32065611681076,79.41412965974499,no,night,rural,safe,none,36,male,9.280347822782465,rainy,Friday,no,0.6838829157622637,yes
user_197,18.2862828091769,94.75158945014849,no,afternoon,suburban,safe,none,55,male,0.5396127266394326,rainy,Friday,no,0.19407551434310824,no
user_198,31.333362412293674,90.7284214066241,no,afternoon,urban,safe,none,56,male,14.578664498782437,sunny,Tuesday,no,0.21491187688637092,yes
user_199,22.74465914511042,70.19893485365876,no,afternoon,suburban,unsafe,none,31,female,11.168703911466142,sunny,Sunday,no,0.24394899605866788,no
